"TALLER","CODIGO INTERNO","NOMBRE DE PRODUCTO","1 TAB","2 TIPO","3 ZONA","AREA","SUBAREA","LINK DE MANUAL","LINK DE VIDEO"
"Ebanistería","HER-139","Juego de Cuchillas de vuelta de base plana","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-248-Y","Panel interactivo (magnetico)","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-355","Taladro de columna de mesa","Bien","EQUIPOS","ZONA DE INNOVACIÓN","HABILITADO Y MAQUINADO DE PIEZAS","","",""
"Ebanistería","COM-181","Juego de brocas de copa para madera","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-360","Taladro Portátil","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-356","Taladro horizontal / escopleadora((","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ARMADO","","",""
"Ebanistería","COM-183","Juego de brocas para metal, madera, cemento.","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","HER-189","Serrucho de costilla","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","HER-144","Juego de formones","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","HER-143","Juego de escofina","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","HER-175-X","Mazo de goma","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-232","Juego de Modelos de uniones desarmables a escala (ensambles, juntas y empalmes)","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-345","Sierra Cinta","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ARMADO","","",""
"Ebanistería","COM-134","Juego de Cinta dentada para sierra cinta","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-344","Sierra caladora","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-188","Juego de hojas de sierra","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-229","Mesa Guia para Sierra Caladora","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-329","Ruteadora CNC","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ARMADO","","",""
"Ebanistería","COM-191","Juego de Mechas o Fresas para ruteadora CNC","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-328","Ruteadora Portatil","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-186","Juego de fresas para Ruteadora","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-371","Torno de madera de 90 cm entre puntas","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ARMADO","","",""
"Ebanistería","COM-187","Juego de gubias para torno","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-184","Juego de Compases","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-219","Lijadora de banda y disco de mesa","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ARMADO","","",""
"Ebanistería","HER-169","Martillo de uña","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","HER-188","Sargentas de 120 cm","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","HER-184","Prensa C","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","HER-155","Juego de Prensas rapidas","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MOB-108","Banco de trabajo (1800 x 900 x 850 mm.)","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","ARMADO","","",""
"Ebanistería","COM-300","Tornillo de Banco","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","ARMADO","","",""
"Ebanistería","COM-149","Disco para Sierra Circular para corte de tableros melaminicos","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-152","Enchapadora de Cantos con Depósito de Cola y Mesa Estacionaria","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ARMADO","","",""
"Ebanistería","COM-176","Kit de Guia de Sistema de Ensamblaje Invisible","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-177","Juego de Guia para Espigas o Tarugos","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-239","Máquina engalletadora","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-119","Juego de Brocas para bisagra de cangrejo","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-148-Y","Destornillador inalámbrico","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-194","Juego de puntas magnéticas para destornillador","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-103","Adaptador magnetico para puntas","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-262","Prensa Esquinera","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-221","Lijadora Orbital Portátil","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-128","Comprensora de aire de 50 Litros","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-296","Pistola de pintar de gravedad","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-298","Pistola sopladora de aire","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-120","Caballetes","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","ACABADOS","","",""
"Ebanistería","COM-121","Cabina de pintura","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","ACABADOS","","",""
"Ebanistería","HER-150-X","Juego de llaves mixtas","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","HER-146","Juego de llaves Allen","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","HER-137","Juego de Brocas de Paleta","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-283-Y","Multitester","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","HER-140-X","Juego de destornilladores","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","HER-106-Y","Alicate pelacable","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","HER-135-Y","Juego de alicates","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MAT-147-X","Cúter","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","ESP-161-X","Esmeril de banco","Bien","EQUIPOS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-256","Piedra de Asentar","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","HER-164","Llave Francesa","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-185","Juego de Dados","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-102-X","Aceitera","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MAT-127","Juego de Brochas Carpinteria","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","COM-207","Linterna Frontal","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","HER-110-X","Arco de Sierra","Bien","HERRAMIENTAS","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MAT-171","Par de Guantes de Cuero","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MAT-231-X","Lentes de protección de policarbonato","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MAT-398","Orejeras","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MAT-179","Par de Guantes para pintar","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MAT-230","Lentes de protección de plástico","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MAT-233","Mameluco de protección para pintor","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MAT-228","Kit Respirador","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MAT-181-X","Guardapolvo","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MAT-129","Careta facial","Bien","SEGURIDAD","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","MAT-161","Extintor CO2","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","HABILITADO Y MAQUINADO DE PIEZAS","","",""
"Ebanistería","MAT-163-X","Extintor PQS","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","ACABADOS","","",""
"Ebanistería","MAT-123-X","Botiquín","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","HABILITADO Y MAQUINADO DE PIEZAS","","",""
"Ebanistería","MAT-164-Y-4","Juego de Fichas para el aprendizaje de la señalética y símbolos de seguridad para el taller","Bien","PEDAGOGICO","ZONA DE INNOVACIÓN","ARMADO","","",""
"Ebanistería","CAPA-EBA","Taller de Capacitación presencial","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Ebanistería","USB-EBA","USB con material para la capacitación","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Computación e Informática","TEC-107-Y","Equipo de grabación para reportero","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","TEC-103","Cámara fotográfica","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","TEC-102-X","Cámara Filmadora con trípode","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","TEC-117","Tablet","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","KEFF-01","Manual de uso por cada equipo en digital e impreso","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","KEFF-02","Manual de mantenimiento por cada equipo","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","KEFF-03","Manual pedagógico para identificar necesidades y problemas","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","TEC-114","Pizarra (pantalla) táctil interactiva multi- touch","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","TEC-104","COMPUTADORA DE ESCRITORIO - TODO EN UNO","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","MOB-126","Mesa de Computadora para estudiante (1000 mm x 600 mm x 760 mm.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","MOB-140","Mesa Discapacitado","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","MOB-169","Silla para Estudiante","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","MOB-114-Y","Escritorio para el docente","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","MOB-152","Mueble bajo (1000 x 600 x 900 mm.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","TEC-111-X","Impresora Multifunciona","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","","Cámara de Documentos","Bien","","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","TEC-108","Equipo de sonido","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","MOB-105-Y","Armario de Metal (1.00 m X 0.40 m X 1.80m.)","Bien","MOBILIARIO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","COM-204","Lienzo magnético para aplicar metodologías de diseño","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","MAT-481","Videos didácticos cortos de la metodología y técnicas relacionadas con la creación de propuestas de valor","Video","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","COM-206","Lienzo magnético para diseñar modelos de negocios","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","COM-205","Lienzo magnético para diseñar flujogramas de la producción (DOP y DAP)","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","KEFF-04","Manual de uso por cada equipo de análisis y diseño de la propuesta de valor","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","KEFF-05","Manual de mantenimiento por cada equipo de análisis y diseño de la propuesta de valor","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","KEFF-06","Manual pedagógico para diseñar la propuesta de valor utilizando el equipo","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","","Servidor","Bien","","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Computación e Informática","","Kit de conectividad","Bien","","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Computación e Informática","KEFF-19","Manual de uso por cada equipo del taller de programación","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","KEFF-20","Manual de mantenimiento por cada equipo del taller de programación","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","KEFF-16","Manual pedagógico para desarrollar habilidades técnicas en el taller de programación utilizando el equipo","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","TEC-118","Tableta gráfica portátil","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","COM-135","Cizalla","Bien","HERRAMIENTAS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","ESP-191","Impresora para sublimación","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","ESP-249","Máquina transfer digital con accesorios para prendas, gorro, platos, tazas, botellas","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","ESP-306","Plotter de corte","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","ESP-305","Plotter","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","KEFF-21","Manual de uso por cada equipo del taller de diseño grafico","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","KEFF-22","Manual de mantenimiento por cada equipo del taller de diseño grafico","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","KEFF-23","Manual pedagógico para desarrollar habilidades técnicas en el taller de diseño gráfico utilizando el equipo","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","TEC-107-Y","Equipo de grabación para reportero","Bien","EQUIPOS","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","TEC-103","Cámara fotográfica","Bien","EQUIPOS","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","TEC-102-X","Cámara Filmadora con trípode","Bien","EQUIPOS","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","TEC-105","Dron para uso de video y fotografía","Video","EQUIPOS","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","COM-175","Green Screen","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","ESP-254","Micrófono","Bien","EQUIPOS","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","COM-209","Kit de iluminación de softbox","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","MOB-133-X","Mesa de trabajo de videograbación (2000 mm x 1200 mm x 800 mm.","Video","MOBILIARIO","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","MOB-134","Mesa de trabajo de videograbación (2000 mm x 600 mm x 1100 mm.)","Video","MOBILIARIO","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","MOB-123","Mesa semicircular para set de radio","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","MOB-125","Mesa de caseta Set de radio","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","ESP-134","Consola de Set de radio","Bien","EQUIPOS","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","MOB-173","Sillón para los set de grabación y para el docente","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","MOB-105-Y","Armario de Metal (1.00 m X 0.40 m X 1.80m.)","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","KEFF-24","Manual de uso por cada equipo del taller de producción audiovisual","Manual","PEDAGOGICO","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","KEFF-25","Manual de mantenimiento por cada equipo del taller de producción audio visual","Manual","PEDAGOGICO","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","KEFF-26","Manual pedagógico para desarrollar habilidades técnicas en el taller de producción audio visual utilizando el equipo","Manual","PEDAGOGICO","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","TEC-114","Pizarra (pantalla) táctil interactiva multi- touch","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","TEC-104","Computadora","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","MOB-129","Mesa de trabajo (2000 x 1200 x 800 mm.)","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","MOB-168","Silla para el docente","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","MOB-114-Y","Escritorio para el docente","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","MOB-105-Y","Armario de Metal (1.00 m X 0.40 m X 1.80m.)","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","ESP-207","Kit de Robótica Arduino","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","ESP-153","Kit de entrenador básico de sistema de red de PC","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","MOB-142","Mesa para entrenador básico","Bien","MOBILIARIO","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","ESP-154","Kit de etrenador de redes y cableado","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","ESP-194","Juego de cables UTP","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","ESP-311","Probador de cables de red","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","HER-198","Tenaza con prensa","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","HER-133","Herramienta de impacto","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","HER-179","Pela cable universal","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","HER-203","Tijera corta tubo","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","ESP-281-X","Multímetro digital","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","HER-135-Z","Juego de alicates","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","ESP-359-X","Taladro portátil","Bien","EQUIPOS","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","MAT-117","Banner de líneas del tiempo con temas del taller","Bien","HERRAMIENTAS","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","MAT-160","Estuche de actividades motivadoras para el taller de computación","Bien","PEDAGOGICO","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","COM-248-W","Panel interactivo (magnetico)","Bien","PEDAGOGICO","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","KEFF-27","Manual de uso por cada equipo del taller de redes y robótica","Manual","PEDAGOGICO","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","KEFF-28","Manual de mantenimiento por cada equipo del taller de redes y robótica","Manual","PEDAGOGICO","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","KEFF-29","Manual pedagógico para desarrollar habilidades técnicas en el taller de redes y robótica utilizando el equipo","Manual","PEDAGOGICO","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","MAT-465","USB con información de los manuales","Bien","PEDAGOGICO","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Computación e Informática","MAT-161","Extintor CO2","Bien","SEGURIDAD","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Computación e Informática","MAT-163-X","Extintor PQS","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","MAT-123-X","Botiquín","Bien","SEGURIDAD","ZONA DE INNOVACIÓN","PRODUCCIÓN AUDIOVISUAL","","",""
"Computación e Informática","CAPA-COM","Taller de Capacitación presencial","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Computación e Informática","USB-COMP","USB con material para la capacitación","Bien","PEDAGOGICO","DEPÓSITO / ALMACÉN / SEGURIDAD","","","",""
"Computación e Informática","MAT-164-Y-2","Juego de Fichas para el aprendizaje de la señalética y símbolos de seguridad para el taller","Bien","PEDAGOGICO","ZONA DE INNOVACIÓN","ROBÓTICA Y REDES","","",""
"Electrónica","TEC-107-X","Equipo de grabación para reportero","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","TEC-103","Cámara fotográfica","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","TEC-102-X","Cámara Filmadora con trípode","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","TEC-117","Tablet","Bien","EQUIPOS","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-01","Manual de uso por cada equipo","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-72","Manual de mantenimiento por cada equipo","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
"Electrónica","KEFF-03","Manual pedagógico para identificar necesidades y problemas utilizando el equipo","Manual","PEDAGOGICO","ZONA DE INVESTIGACIÓN, GESTIÓN Y DISEÑO","","","",""
